book_id,titles,isbn,author,review source,review content
2,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",439554934,"J.K. Rowling, Mary GrandPr??",Twitter,"In Harry Potter and the Sorcerer's Stone Albus Dumbledore tells Harry ""To the well-organized mind, death is but the next great adventure."" And he acts like this is profound or something but he's just ripping off Peter Pan's ""To die will be an awfully big adventure."" In this essay"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"""I read twilight and I was like what is this shit?"" Kristen ;) pic.twitter.com/iEl3ycWNJh"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"Highlights from Saturday's Illini Twilight, featuring the Gary Wieneke recognition, the Senior Day ceremony and #Illini competition from throughout the day  pic.twitter.com/CdHBCJxaNx"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,Today's Twilight pic.twitter.com/jQI0ckdbsn
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,(game; twilight princess hd) pic.twitter.com/NLt0UyxbR2
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"joint
#創作pic.twitter.com/HvPQaFBQIN"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,Still better love story than twilight pic.twitter.com/XS2PuozTd3
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"Congrats to Brenna Rimer...overall meet MVP for Grand Valley Twilight Meet.  1st in long jump, 100, 200, and 400! pic.twitter.com/ZY5jmlaI00"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,This Twilight Town is perfect for Japanese Hip Hop pic.twitter.com/LNX8GWIOVK
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"“I didn’t fight hard to be taken seriously. As much as the Twilight series shaped & defined me for other people, for me it wasn’t something I had to get away from. It was just a long experience on a movie that I liked.”- Kristen Stewart on her post-Twilight years

#KristenStewartpic.twitter.com/wsBSNO9lKT"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"Stole from @taepsija (sorry)
But if this flops a chicken posted it,,pic.twitter.com/5Mv5vmU4LF"
3,"Twilight (Twilight, #1)",316015849,Stephenie Meyer,Twitter,"dio: as a vampire, i should be more representative of my people 

pucci: would you like to do something more classic like dracula?

dio: i was thinking edward from twilight"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,The Great Gatsby is so boring
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"""Let us learn to show our friendship for a man when he is alive and not after he is dead."" F. Scott Fitzgerald, The Great Gatsby"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,Fuck Daisy from The Great Gatsby pic.twitter.com/L2tBQmoEIK
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"One of my favorite filmmaking moments from the 2013 adaptation of The Great Gatsby. Leonardo DiCaprio and Carey Mulligan look at each other for approximately 30 seconds on screen – just like F. Scott Fitzgerald described in his novel: “For a half a minute, there wasn’t a sound.” pic.twitter.com/vgko9cWHAw"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"Happened to come across this work of art. Matric English, where we had to compare a celebrity to a Great Gatsby character. Don't think anyone was expecting Daisy and Fabian Delph in the same sentence. @j_gillett @Matt_Ginsi @GillettRobbie @jonnymurray99 @sterling7 special times.pic.twitter.com/8y8oHU2XfO"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"""There are only the pursued, the pursuing, the busy and the tired."" F. Scott Fitzgerald, The Great Gatsby"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"top 3 most overrated literature of all time:

1. the great gatsby 
2. 1984 
3. all of shakespeare"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"""In my heart I love her all the time."" 
F. Scott Fitzgerald, The Great Gatsby"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,"“They were careless people, Tom and Daisy—they smashed up things and creatures and then retreated back into their money or their vast carelessness or whatever it was that kept them together, and let other people clean up the mess they had made.”―The Great Gatsby pic.twitter.com/CjNbgQ0AK9"
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,Has anybody read the Great Gatsby and would like to help me!??
5,The Great Gatsby,743273567,F. Scott Fitzgerald,Twitter,bronté is a fraud for saying she doesnt like historical fiction but loves the great gatsby
6,The Fault in Our Stars,525478817,John Green,Twitter,"the fault in our stars: okay? okay
13 year old me: pic.twitter.com/Jqvery1qQT"
6,The Fault in Our Stars,525478817,John Green,Twitter,"i cannot if@romance movies the ending is sad... thats why i tak tgh the fault in our stars, the vow & the five feet"
6,The Fault in Our Stars,525478817,John Green,Twitter,"Rotten Tomatoes Score for Young Adult Movies

Edge Of Seventeen - 94%
To All The Boys - 91%
Love, Simon - 91%
Perks Of Being - 86%
The Fault In Our Stars - 81%
Paper Towns - 56%
Five Feet Apart - 55%
If I Stay - 35%
Love, Rosie - 31%
The Kissing Booth - 17%
After - 13% pic.twitter.com/tVRP0QNfZI"
6,The Fault in Our Stars,525478817,John Green,Twitter,"The fault in our stars
-Hazel Grace Lancaster, a 16 yr old cancer patient, meets and falls in love with Gustav Waters a similarly afflicted teen from her cancer support group. Hazel feels that grace really understands her. Gus and Hazel embark on and adventure."
6,The Fault in Our Stars,525478817,John Green,Twitter,ok i just watched the fault in our stars on this flight bc i’m trash (obviously) and i somehow wiped from my memory that they make out in the middle of ann frank house ??? and then people applaud them ??? still in ann frank house. i need someone to scream about this with me
6,The Fault in Our Stars,525478817,John Green,Twitter,"In the middle of a high-stakes match, a #poker player pulls a paperback copy of ""The Fault in Our Stars""
out of his pocket and throws it on the table. ""Read it and weep."""
6,The Fault in Our Stars,525478817,John Green,Twitter,"My bro just came and told me, ""in fault in our stars, the girl has cancer but the guy dies ""

THIS IS WHAT HAPPENS WHEN YOU DON'T KNOW SHIT DUMBASS"
6,The Fault in Our Stars,525478817,John Green,Twitter,"เดะพิลิสต์ให้ ที่พิชอบมี the fault in our star, x+y, paper town, flipped, ready player one, die tomorrow, marry is happy marry is happy (สองอันนี้หนังไทย), it's kind of funny story, the light between ocean, eternal sunshine of the spotless mind, inception, memento เยอะมาก 5555555"
6,The Fault in Our Stars,525478817,John Green,Twitter,Charli XCX owes her LIFE to The Fault in Our Stars
6,The Fault in Our Stars,525478817,John Green,Twitter,Maybe 'okay' will be our 'always' —-The fault in our stars
6,The Fault in Our Stars,525478817,John Green,Twitter,My favorite lines of a poem is one from the movie a fault in our stars.
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,my mum just asked me if aragorn is kili and didn’t get it when i told her fili&kili are dead and lord of the rings is AFTER the hobbit pic.twitter.com/LM5aIpPpBQ
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,"HAHAHHAHAHA
MAY THE HOBBIT MARATHON SA ABS THIS THURSDAY FRODO IS MY SAVIOR"
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,"3 movies, 5 tags

1. The Hobbit
2. The Labyrinth
3. The Goonies

Tagging: @schauer_g @almostmidwest @OniHatesYou @dizzy_cricket @RyanMDankshttps://twitter.com/AdamDrinkell/status/1117726348037033984 …"
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,Illustrations by Tove Jansson for a Swedish edition of THE HOBBIT. 1962. pic.twitter.com/4zGkXDpw4g
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,"One of the 1st, and most memorable fantasy beings, began before I ever picked up a 20 sided dice. As a child my mother read me The Hobbit and Lord of the Rings and the treant was such a standout. #dnd5e #dungeonsanddragons #DungeonMasterpic.twitter.com/2YVlqjFiak"
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,My favorite part... is the fact that there is a dragon in The Hobbit... but they decided against this... in favor of.. the Shrek dragon... https://twitter.com/auntanxiety/status/1117470483488870400 …
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,"okayyyy The Hobbit naaaa the whole week, smeagol's back"
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,Where's the Hobbit ??
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,Colorful first edition of 'The Hobbit' returned to @UNTnews library — 45 years laterhttps://buff.ly/2IsccY8
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,"#NowWatching The Hobbit: The Desolation of Smaug

(Here’s to hoping this one is an improvement on the previous chapter..) pic.twitter.com/Sm27iLPETZ"
7,The Hobbit,618260307,J.R.R. Tolkien,Twitter,Tell me who this is from the Hobbit... go ahead. I'll wait. pic.twitter.com/DpfP4VVHXa
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,"Saying the Catcher in the Rye is ""pretentious, self-important shit"" is the new ""My favorite book is Catcher in the Rye"" warning sign."
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,u can tell a lot about a person based on whether or not they liked catcher in the rye
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,the way she pronounces things is so hot ugh im so horny pic.twitter.com/gDYGiDaGkW
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,Never understand the singular focus on high school math being useless when whining about things not being taught in school. Like bitch how many times has reading merchant of Venice or catcher in the rye helped you pay your taxes?
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,You know how even Holden Caulfield wants to help people in his own small way by being the catcher in the rye? I want to be the bird from Undertale that carries you over a small gap
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,Ok yes Bran might have a FEW positive attributes but I still wouldn't invite him to my barbecue because he'd probably complain about the music and also no one wants to talk about Catcher in the Rye at a barbecue #GameofThrones
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,kids don't read catcher in the rye in high school anymore? or notes from the underground?
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,I just finished 'Stranger on the bridge' this morning (review next month/up on good reads already). I'm now stuck between Catcher in the Rye or Eleanor Oliphant.
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,For Gods sake I want to be the catcher in the rye (p.225)
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,"i just wanna know how YA writers come up with ideas and decide to put them in the final copy, who thinks “she’s going to find his worn out copy of Catcher in the Rye to show his character has depth” like um no he’s probably just waiting to ambush a celebrity thank u next"
8,The Catcher in the Rye,316769177,J.D. Salinger,Twitter,ok i get we dont like dany in winterfell and that jon announced her as queen but when sam asked “would she do the same?” cause both situations are the same thing? :// fucking make it make sense
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,we don‘t have to to to heaven to see an angel  pic.twitter.com/0lZ9ZAW3lF
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,"Ponies are the best and most supportive angels but if you hurt our Mother Horse, girl im tellin' you we're the most dangerous demons you could ever meet"
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,ANGEL SMILE pic.twitter.com/P5RVkibvzQ
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,The angels protect me the demons respect me the stick came with a full clip now it’s empty and my outfit cost a god damn chevy BVNDGXD CHXPO watch how god bless me
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,HAECHAN IS AN ANGEL YOU CAN’T CHANGE MY MIND pic.twitter.com/4hVKfoY84t
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,Now THAT'S how you make an entrance. #SpeakWWE @Angels https://twitter.com/Angels/status/1116414135011618817 …
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,no offense and in all honesty these frames are the most aesthetically pleasing visually explosive frames i’ve ever seen in my twenty years alive. these scenes make me believe in fallen angels. pic.twitter.com/cIe0QvKK9I
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,"Thank you God for blessing me with an Angel. I can’t wait to meet you my love  
11 weeks and counting..  pic.twitter.com/8zTEzogpX7"
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,THE PHOTO ON THE JULYTHIRTEEN WEBSITE IS CALLED “YOU HAVE MY HEART IN THE CITY OF ANGELS” I'M FUCKING SCREAMING pic.twitter.com/TNy8RDmcHj
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,"Besides their names, Joey Five Cents and Frankie Five Angels had a lot in common - mustaches, brown jackets and ties, male pattern baldness, lamps, and appearances in classic movies. #anniehall #godfather2pic.twitter.com/2bcGcvUpvW"
9,"Angels & Demons  (Robert Langdon, #1)",1416524797,Dan Brown,Twitter,"I’m sorry, Fred, but WSJ has relentlessly attacked Tesla with bogus articles for over a decade. They can’t *all* be chalked up to poor reporting. Where are the WSJ exposé pieces on oil, coal & gas? That industry is 1000 times bigger than Tesla. Perhaps they’re all angels …"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"Tessa and Scott Skate To Pride and Prejudice Medley Part 1

Reposting this! Was so sad when my old account got deleted and this was gone! Honestly my favorite edit to the soundtrack of my favorite movie! 

#VirtueMoir #PrideandPrejudice pic.twitter.com/RqA2k8Axyh"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,everybody say thank you pride and prejudice (2005) for inventing romance pic.twitter.com/NmnWo7TspP
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"@patrickwilson73 #JamesWan 
I feel  for Orm. His mother was ""forced"" to have him. His fiance was marrying him out of ""duty."" His kingdom confidant was secretly training his brother to replace him. His mother loved him but who truly wanted him. He's & angry. #Aquamanpic.twitter.com/5FLFbulwEe"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"I've been watching the 1995 BBC adaptation of Pride and Prejudice and I must say, this scene did NOT play out the way I remembered! pic.twitter.com/F6f1CQbpMC"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"Introducing Savanah to “Pride and Prejudice”.  We just started watching tonight.  (6 hour Colin Firth version) It’s so much fun watching my 14 yr old, who has thought we were crazy to like this story, finally get the charm."
10,Pride and Prejudice,679783261,Jane Austen,Twitter,“Us ? I thought we were talking about pride and prejudice..” THE FUCKBOI VIBES JUMPED OUTTT
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"While in a hospital recovering from pneumonia, flu, chemo, or dying from cancer or other terminal illness, pretty much everybody mentions they read a lot of P.G. Wodehouse. 24/53"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,Isn't that Darcy's first proposal in Pride and Prejudice?
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"While on temporary leave from the Austrian army during WWI, Ludwig Wittgenstein wrote the Tractatus. Soon thereafter he spent nine months in an Italian POW camp. 2/53"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"""To be fond of dancing was a certain step towards falling in love.""

— Jane Austen

144th. 
Pride and Prejudice. Movie. Manip. pic.twitter.com/ixeFB8t9ST"
10,Pride and Prejudice,679783261,Jane Austen,Twitter,"What is your fav movie?
Inseong: Terminator 2 Judgment Day
Taeyang: La La Land 
Rowoon: Pride and Prejudice
#SF9 #StarRoadpic.twitter.com/JS55ZbA5Nh"
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"cw: rape
(SPOILER for The Kite Runner)
1/2: One of the most important lessons I learned in high school came from reading the kite runner. There’s a scene where a white nationalist psychopath and his two friends (all 12 years old) gang rape a 7 year old “lower class” boy. And I..."
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,i’m only 7 chapters in and the kite runner is devastating me
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"I just finished a book!

The Kite Runner by Khaled Hosseini was a pretty good read, highly recommended by others and I can see why. It follows Amir, son of a merchant from Kabul, from his boyhood to adulthood, and the drama surrounding the region of Afghanistan."
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,THE KITE RUNNER! CHALLENGER DEEP! THE BOOK THIEF!
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"Kabul: the flag, the dark cloud, a chopper and a kite runner pic.twitter.com/nw6qKJos32"
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"So I wanted to compare my first created skins to the skins I currently use on the games that I've played the most 
@Habbo @Roblox @Minecraft
The first picture is my FIRST created skin on the game.
The second picture is my CURRENT skin 
(Yes I haven't changed my Roblox skin) pic.twitter.com/SKKtOlKTSX"
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,The kite runner
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,the kite runner is so good hh
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,the kite runner too
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"Unpopular opinion: Forty rules of love, Alchemist and The Kite Runner are the most overrated books"
11,The Kite Runner,1594480001,Khaled Hosseini,Twitter,"I read books that make me cry, maybe because I’m very dramatic or because I always want to relate to characters about hardship and the human spirit.

-A Thousand Splendid Suns 
-The Kite Runner 
-Purple Hibiscus
-We Need New Names
-Nervous Conditions  
-Spud (laughed & cried) https://twitter.com/NomceboNgubs/status/1106871296661639168 …"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"From collecting #healthdata to changing the #clinicaltrials market, two of the world’s largest technology companies @Apple and Alphabet are taking divergent approaches to revolutionise #healthcare. #medtech #MondayMedtechhttps://on.ft.com/2FGfF2m"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,All mine lay on the bed and nejy lays under the coverspic.twitter.com/CLGeeJEyEa
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"goal for this summer:
finish the HP, Divergent and PJ book series"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"Unity is not unanimity. It is, however, divergent voices being able to co-exist under the political umbrella we call Canada. Disagreement should be a given, as should our ability to share space with those with whom we vehemently disagree with. https://twitter.com/charlesadler/status/1117496769972035584 …"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"— terrains, across the divergent boundaries that fear must be bred by the mere utterance. 

        𝐏𝐫𝐢𝐝𝐞

        The Queen of Archaven has an abundance of such, taking into account the superior status that she zealously shoulders. One of the seven deadly sins as he — pic.twitter.com/FrgJoanvHf"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,i picked up divergent today bc the movie was really good but i know the book will be even better!
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"❝ I am the Senate! ❞

  Dark Lord of the Sith
    Canon Divergent | All Eras
       Literate | Descriptive
          Storylines | Banter
             Not new to character

  The truth of #ʀᴇsʜɪʀᴀᴍpic.twitter.com/7YoKENTjto"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,Why the FUCK did they not finish the divergent series. Never been more PISSED ABOUT a movie series than I AM NOW
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"workin on it.

here's a thing i wrote about bias in computer vision & NLP (my field)

https://neurodivergent-ai.github.io/blog/post_1.html …"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"THIS EASTER,
Have Mad Fun in Another Country with amazing people and come back with unforgettable memories.

ALL logistics, accommodation, and feeding covered. Just show up at pickup location. pic.twitter.com/TX46qC1ozK"
12,"Divergent (Divergent, #1)",62024035,Veronica Roth,Twitter,"Daisy: They are the Divergent Cobalts, driven by a shared desire for dominance and to summon an evil spirit that has been bested nine years back.

Meta Knight: Their warriors... They range from brainwashed superhumans... To beings made from the DNA of various heroes and villains. pic.twitter.com/GIIIaIXdkk"
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,"@camryngrimes ًwe  want you to know, we love you so much .. and be always happy, because you deserve it !!  #teriah #MariahMondaypic.twitter.com/UFKmep0vPw"
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,"The Curse of April 15th
1912 - Titanic sinking
1989 - Hillsborough
1865 - Assassination of Lincoln
2014 - Boko Haram Chibok schoolgirl kidnapping
2013 - Boston Marathon Bombings
1984 - Death of Tommy Cooper
1988 - Death of Kenneth Williams
2019 - #NotreDame Fire"
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,"@camryngrimes  In love with that smile
God bless You #MariahMondaypic.twitter.com/t4ZvNMHurI"
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,Reminded of York Minster’s fire in 1984 pic.twitter.com/VN0faafTsL
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,Murder/Thieves like Us Instrumental #FactoryBenelux Fbn22 @neworder 1984 #FactoryRecordspic.twitter.com/zpdpvUL0Jn
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,"1/50  In 1984, Russian gangsters began to launder money by buying and selling apartment units in Trump Tower (#RoadToUnfreedom, p. 220)."
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,this sums up my lifepic.twitter.com/evhsbsiPJg
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,It’s with me pic.twitter.com/Ope9LftpA5
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,#AmericanHorrorStory Season 9 Debuts ‘1984’ Title and Slasher Film-Inspired Teaser — Watch https://bit.ly/2VzZdHB pic.twitter.com/JRpFTtjPCb
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,— 𝑔𝑜𝑜𝑑𝑏𝑦𝑒 𝑙𝑢𝑙𝑙𝑎𝑏𝑦pic.twitter.com/HZiau6iyO9
13,1984,451524934,"George Orwell, Erich Fromm, Cel??l ??ster",Twitter,Quite rightly 1984 references wherever you look tonight - loving a bit of Jon Barnes & Kenny Jackett. Now going to look for Wilf Rostron inside... #WATARSpic.twitter.com/YcJwr1pGy6
14,Animal Farm,452284244,George Orwell,Twitter,"just finished my 7th grade report on animal farm,, it’s 10 points off for every day late but im pretty sure i nailed this one"
14,Animal Farm,452284244,George Orwell,Twitter,Animal Farm pic.twitter.com/40IrUMQbQT
14,Animal Farm,452284244,George Orwell,Twitter,Asda Just Launched Vegan Cheese and Onion Focaccia https://buff.ly/2YPR7g6 pic.twitter.com/kMiUH96OyP
14,Animal Farm,452284244,George Orwell,Twitter,"My voiceAnimal Farm,favorite song pic.twitter.com/deYlf3YWcw"
14,Animal Farm,452284244,George Orwell,Twitter,"LIVE: Building An Animal Farm - Freshland Minecraft SMP #7

https://www.youtube.com/c/HausofStifflered/live …pic.twitter.com/EMDeILqqUv"
