book_id,title,1,2,3,4,5,6,7,8,9,10
188,"A Dance with Dragons (A Song of Ice and Fire, #5)",110,135,165,187,1476,1968,6235,6372,8571,9064
190,Wild: From Lost to Found on the Pacific Crest Trail,2549,9063,7412,1,2,3,4,5,6,7
191,Watchmen,2718,6441,729,3991,4847,6383,2189,7980,736,1140
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",304,1491,7350,8505,1037,2264,2523,4240,4990,7981
193,Outliers: The Story of Success,191,209,884,1329,5278,758,9110,2571,555,759
194,"Moby-Dick or, The Whale",3691,9781,5928,2372,3707,6395,6107,9628,7754,8473
195,The Guernsey Literary and Potato Peel Pie Society,8497,6408,6914,911,5952,7807,6473,5517,8157,8880
196,Fight Club,480,846,942,1111,1222,1370,1624,1984,2455,4204
197,"Dead Until Dark (Sookie Stackhouse, #1)",522,553,558,619,626,646,718,741,863,1188
198,The Color Purple,7875,7914,4881,4539,9622,1978,2562,2853,3278,3702
199,Marley and Me: Life and Love With the World's Worst Dog,86,123,224,278,591,826,953,1024,1044,1079
200,And Then There Were None,665,666,1045,1391,1710,1719,2201,3178,3689,4165
201,"The Lost Symbol (Robert Langdon, #3)",145,170,199,237,723,1464,3195,3196,4796,5233
202,"Hush, Hush (Hush, Hush, #1)",430,578,1109,6396,1067,7641,7046,1,2,3
203,"Beautiful Disaster (Beautiful, #1)",853,2650,3143,4423,5891,6249,7519,8330,8704,9083
204,A Christmas Carol,202,2804,6073,3653,3267,9256,585,2135,3041,358
205,"Interview with the Vampire (The Vampire Chronicles, #1)",690,890,1204,1513,1966,2310,3079,3284,3417,4119
206,"The Selection (The Selection, #1)",419,502,1049,2146,2492,4122,4984,5606,5862,8685
207,"One for the Money (Stephanie Plum, #1)",904,983,1138,1168,1212,1253,1371,1586,1672,1785
208,The Immortal Life of Henrietta Lacks,136,3926,9459,6925,1731,2109,3515,1716,5432,5710
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",1778,4341,6139,4774,6322,6583,195,522,553,558
210,"Vampire Academy (Vampire Academy, #1)",381,391,415,416,538,752,1397,1864,2951,3386
211,Blink: The Power of Thinking Without Thinking,191,209,884,1329,5278,758,9110,2571,555,759
212,Atonement,1986,2001,2622,3092,5318,6164,6319,9748,2467,4478
213,The Metamorphosis,6078,6535,9339,2974,4538,609,3422,6276,4108,5218
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",151,159,163,175,212,291,367,678,901,1014
215,Ready Player One,1708,1161,130,392,398,1018,3077,5599,6154,7107
216,The Art of Racing in the Rain,6471,740,1245,1335,4094,5479,6324,6513,6648,9251
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",1311,3159,3722,3973,5407,8626,5905,6314,8836,8875
218,"Bared to You (Crossfire, #1)",331,3812,7091,7587,177,2875,870,5877,6125,7351
220,Twilight: The Complete Illustrated Movie Companion,1096,1589,1652,2640,3200,8292,60,3726,4071,1993
221,"A Child Called ""It"" (Dave Pelzer #1)",3763,9072,491,800,1224,1537,3045,3948,6763,8607
222,"The Bourne Identity (Jason Bourne, #1)",583,1936,2747,3856,6776,8450,9136,9643,4827,327
223,"Artemis Fowl (Artemis Fowl, #1)",910,1124,1159,1378,1741,3283,3898,5199,5343,7757
224,"Fallen (Fallen, #1)",595,936,1539,4375,6298,277,431,520,1105,2992
225,East of Eden,131,222,724,1148,1977,2560,3032,7665,3329,8550
226,Dark Places,241,2136,2029,2476,2581,2788,2793,2874,2918,3118
227,The Client,123,224,278,591,826,953,1024,1044,1079,1231
228,"The Nanny Diaries (Nanny, #1)",4720,1636,7020,8036,9677,124,4055,5668,8967,1840
229,Alice's Adventures in Wonderland & Through the Looking-Glass,1703,3745,1466,4213,37,329,344,359,489,537
230,Persuasion,4569,447,171,6182,1026,4758,76,9719,739,1240
231,Sarah's Key,3423,4506,9635,9364,4572,6927,656,4516,3799,4575
232,"The Gunslinger (The Dark Tower, #1)",229,234,240,302,346,437,484,548,551,604
233,Love in the Time of Cholera,1827,7598,2380,5594,8598,8694,94,1225,7133,9403
234,Speak,1230,1309,3656,3850,5827,9163,2719,2406,8236,8599
235,The Husband's Secret,259,434,1015,1779,1793,1808,8824,2313,6378,1
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,233,682,3468,4089,6132,1135,8744,9736,6889,8368
237,Carrie,229,234,240,302,346,437,484,548,551,604
238,Running with Scissors,1089,1830,2199,6375,3765,8230,2529,2291,1551,4064
239,World War Z: An Oral History of the Zombie War,1043,1777,1892,3088,3133,4028,4117,4378,4524,4852
240,"Inferno (Robert Langdon, #4)",145,170,199,237,723,1464,3195,3196,4796,5233
241,Number the Stars,848,1276,1877,9760,5278,5328,6219,6522,6971,7190
242,"Along Came a Spider (Alex Cross, #1)",263,333,564,668,1336,1515,1724,1985,2150,2241
243,Misery,229,234,240,302,346,437,484,548,551,604
244,Sharp Objects,241,2136,2029,2476,2581,2788,2793,2874,2918,3118
245,Bridge to Terabithia,5397,7204,7738,2021,6657,2782,1238,3994,4971,4337
246,"Marked (House of Night, #1)",487,637,776,798,807,1080,1931,2940,5999,7464
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5507,5686,5761,3355,4324,3481,72,229,234,240
248,A Midsummer Night's Dream,3879,7207,832,5437,525,154,708,766,797,847
249,Extremely Loud and Incredibly Close,7645,3630,3053,247,7435,412,3737,6424,2752,6628
250,Wonder,2624,4712,427,9387,5699,6927,3636,445,4602,9701
251,The Cat in the Hat,248,355,361,388,791,1333,2473,3000,3220,3307
252,"Cinder (The Lunar Chronicles, #1)",576,767,1338,2220,5023,5161,6455,8841,49,52
253,"The Cuckoo's Calling (Cormoran Strike, #1)",689,1052,339,396,4557,6025,7371,8859,6305,7297
254,"Shiver (The Wolves of Mercy Falls, #1)",920,948,1565,1759,1781,2518,3382,5705,8400,5813
255,Atlas Shrugged,284,4220,8506,6360,5930,662,1958,4046,973,659
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,6865,8829,277,431,520,1105,2992,6876,9430,4339
257,Alice in Wonderland,1703,3745,4213,226,1466,37,329,344,359,489
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",1448,5712,2791,4928,2756,9450,783,3341,5881,6466
259,"The Scorch Trials (Maze Runner, #2)",256,373,937,4946,96,99,1091,1545,3490,4504
260,How to Win Friends and Influence People,1728,6658,7948,9011,4776,4777,1,2,3,4
261,Under the Tuscan Sun,8477,9062,5914,535,5548,2952,2962,93,1,2
262,Big Little Lies,259,434,1015,1779,1793,1808,8824,2313,6378,1
263,Ella Enchanted,2601,3083,7529,7491,4625,6135,7021,7535,8496,2256
264,The Sun Also Rises,301,1963,5245,5687,4712,6316,3053,9387,7046,9444
265,A Tree Grows in Brooklyn,2663,3036,3426,5223,6530,4609,403,3110,5688,2708
266,"Kiss the Girls (Alex Cross, #2)",263,333,564,668,1336,1515,1724,1985,2150,2241
267,The Nightingale,686,1387,1579,2535,2995,3020,3234,3328,4016,4060
268,Never Let Me Go,813,2447,6243,8534,9651,6213,1,2,3,4
269,P.S. I Love You,1449,3162,3443,4068,4173,6381,7539,8557,8940,1
270,Rebecca,6159,6783,4393,5544,4138,6480,9721,5324,2608,6802
271,Flowers for Algernon,1689,1691,1887,2569,2892,2970,3456,3927,5591,7389
272,Like Water for Chocolate,3599,6888,4663,3821,9587,3012,9558,5511,1132,207
273,Snow Flower and the Secret Fan,2285,2961,4235,2834,3011,3678,3993,4532,4750,4759
274,The Godfather,7149,7984,6609,9132,8706,1928,2661,5027,8000,7751
275,An Abundance of Katherines,2149,2142,7046,9744,4602,3636,6738,4712,9387,6983
276,Foundation (Foundation #1),782,1888,2162,2583,2605,2713,3025,3469,3690,3908
277,The Ocean at the End of the Lane,274,279,319,374,660,2137,2632,5772,280,7276
278,A Light in the Attic,275,779,4773,8277,8438,50,1,2,3,4
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",339,396,4557,6025,7371,8859,5544,7223,372,927
280,"Delirium (Delirium, #1)",431,520,1105,2992,6876,9430,7884,7964,873,2382
281,The Pelican Brief,123,224,278,591,826,953,1024,1044,1079,1231
282,Coraline,274,279,319,374,660,2137,2632,5772,280,7276
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",167,274,279,319,374,660,2137,2632,5772,425
284,On the Road,1236,8041,9648,4147,372,927,1628,5282,5949,8551
285,"The Rosie Project (Don Tillman, #1)",1423,6572,1,2,3,4,5,6,7,8
286,The Lucky One,107,152,169,283,299,417,547,566,617,677
287,The Fountainhead,284,4220,8506,6360,5930,662,1958,4046,973,659
288,"The Hunt for Red October (Jack Ryan Universe, #4)",623,778,1622,1945,2208,2631,2688,2817,5049,5550
289,"Watership Down (Watership Down, #1)",54,334,744,1001,1029,1317,1705,3302,4977,3938
290,Is Everyone Hanging Out Without Me? (And Other Concerns),1031,1,2,3,4,5,6,7,8,9
291,Cutting for Stone,2507,4587,9387,2123,5368,1260,7460,857,5198,6388
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",597,37,329,344,359,489,537,635,1093,1910
293,Treasure Island,2324,8544,1339,6332,5860,387,3431,7319,8047,9197
294,"The Son of Neptune (The Heroes of Olympus, #2)",151,159,163,175,212,291,367,678,901,1014
295,11/22/63,5554,2886,2962,2952,3623,1826,7576,93,5227,6563
296,The Very Hungry Caterpillar Board Book,3247,3680,6273,6286,6593,722,2065,3677,2188,8590
297,Cat's Cradle,294,402,1061,1654,1682,2067,2139,2512,2728,3021
298,The Time Machine,4503,9084,1191,1535,2870,5510,6151,136,3926,9459
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,1648,8813,4083,5430,7916,8297,8962,9380,3639,5499
300,The Boy in the Striped Pajamas,1969,86,123,224,278,591,826,953,1024,1044
301,Heart of Darkness,5336,6637,8385,6039,4983,9393,3024,3511,4986,5184
302,Safe Haven,107,152,169,283,299,417,547,566,617,677
303,"The Secret (The Secret, #1)",4436,9067,8129,1923,7993,8276,1,2,3,4
304,I Know This Much Is True,1963,261,5245,6022,5687,2123,6316,3053,6068,2582
305,Pet Sematary,229,234,240,302,346,437,484,548,551,604
306,She's Come Undone,1973,2245,9175,466,5106,301,1,2,3,4
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",304,1491,7350,8505,1037,2264,2523,4240,4990,7981
308,Can You Keep a Secret?,305,408,504,629,754,946,1050,1417,1868,2541
309,"City of Fallen Angels (The Mortal Instruments, #4)",134,153,182,306,316,348,456,602,2160,3226
310,"Good in Bed (Cannie Shapiro, #1)",461,1094,1726,1853,2543,2548,2662,2666,3343,4025
311,The Thorn Birds,6254,363,681,2141,2746,6347,7581,8539,534,638
312,The Graveyard Book,167,274,279,319,374,660,2137,2632,5772,799
313,The Light Between Oceans,1413,1,2,3,4,5,6,7,8,9
314,"Inkheart (Inkworld, #1)",1372,1704,1980,2161,1834,2443,9593,6220,4630,4964
315,Who Moved My Cheese?,1144,4617,4663,7456,6333,6160,3716,9726,1647,3652
316,A Walk in the Woods,371,1430,1441,1688,1949,2216,2284,3086,3825,4006
317,I Know Why the Caged Bird Sings,5943,8996,2444,3488,4520,8114,8176,8843,9091,9179
318,Orphan Train,2859,1130,2536,3669,5168,6293,7235,8574,1302,8629
319,"City of Lost Souls (The Mortal Instruments, #5)",134,153,182,306,316,348,456,602,2160,3226
320,"Where'd You Go, Bernadette",9131,9507,3768,650,753,6983,3808,5018,6819,2142
321,Where the Red Fern Grows,9774,7000,3452,8509,4875,2188,8097,8135,3846,6904
322,Neverwhere,274,279,319,374,660,2137,2632,5772,280,7276
