book_id,title,1,2,3,4,5,6,7,8,9,10
25,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",26,27,24,28,9791,3110,5306,1898,6748,4138
26,"The Da Vinci Code (Robert Langdon, #2)",27,24,28,25,9791,5306,3110,3858,1898,6748
27,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",26,24,28,25,9791,3858,5306,1898,7062,3110
28,Lord of the Flies,24,26,27,9791,25,3110,1898,5306,8765,6748
29,Romeo and Juliet,8600,1823,5755,3110,28,6751,4921,6748,9791,21
30,Gone Girl,33,7332,34,5907,7329,5367,9539,7996,11,13
31,The Help,6206,8954,6608,9230,7951,471,4934,1,2,3
32,Of Mice and Men,131,225,730,1161,2004,2601,3079,7826,3387,8732
33,Memoirs of a Geisha,34,7332,5907,7329,30,11,5367,13,8909,9539
34,"Fifty Shades of Grey (Fifty Shades, #1)",33,7332,5907,7329,30,11,5367,9539,2744,8695
35,The Alchemist,1206,2521,5318,1529,2902,3146,3383,3409,4160,5812
36,"The Giver (The Giver, #1)",119,34,7329,33,5907,7332,30,9539,5367,11
37,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",332,347,362,493,542,641,1106,1937,2781,2860
38,The Time Traveler's Wife,1481,2689,3509,9502,1836,1,2,3,4,5
39,"A Game of Thrones (A Song of Ice and Fire, #1)",110,135,165,188,1496,1995,6356,6497,8755,9257
40,"Eat, Pray, Love",1271,2080,2455,2465,4231,5234,6835,8590,5406,5636
41,"The Lightning Thief (Percy Jackson and the Olympians, #1)",151,159,163,175,214,294,370,684,909,1027
42,"Little Women (Little Women, #1)",3580,5458,7430,8740,8888,5251,1934,4645,1,2
43,Jane Eyre,8207,2499,4870,5595,1785,63,1771,7241,8763,3212
44,"The Notebook (The Notebook, #1)",107,152,169,286,302,420,552,571,622,683
45,Life of Pi,6216,1,2,3,4,5,6,7,8,9
46,Water for Elephants,1794,5231,548,2402,2685,2919,2929,3365,3430,4436
47,The Book Thief,1087,1,2,3,4,5,6,7,8,9
48,Fahrenheit 451,637,1641,1980,3127,7711,8352,7648,702,661,1477
49,"New Moon (Twilight, #2)",52,56,73,732,834,4088,3075,5245,6582,9029
50,Where the Sidewalk Ends,2839,2915,903,8953,3980,902,378,4538,6689,8127
51,"City of Bones (The Mortal Instruments, #1)",134,153,183,309,319,351,460,607,2194,3281
52,"Eclipse (Twilight, #3)",52,56,73,732,834,4088,3075,5245,6582,9029
53,"Eragon (The Inheritance Cycle, #1)",345,648,743,1153,2034,2423,2691,2923,3036,3254
54,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",337,751,1014,1042,1332,1727,3358,5072,7187,289
55,Brave New World,5783,8140,809,5481,5128,5130,3464,5129,1,2
56,"Breaking Dawn (Twilight, #4)",52,56,73,732,834,4088,3075,5245,6582,9029
57,The Secret Life of Bees,437,1547,2030,2823,3612,3957,4506,4647,5239,5309
58,The Adventures of Huckleberry Finn,116,3252,8471,2569,1178,7210,4411,7543,3578,7282
59,Charlotte's Web,1222,1204,1555,6502,5492,2326,544,681,1489,1956
60,The Curious Incident of the Dog in the Night-Time,3792,1674,2682,3252,8471,4144,2020,6988,8463,2115
61,The Girl on the Train,1140,1799,2987,4480,7584,421,2003,5686,8877,1
62,"The Golden Compass (His Dark Materials, #1)",368,480,7655,9152,3101,4529,2079,3560,3703,7794
63,Wuthering Heights,5950,2051,8207,156,455,694,1072,1268,2046,3993
64,My Sister's Keeper,328,331,616,749,791,908,979,1101,1149,1499
65,Slaughterhouse-Five,297,405,1074,1676,1704,2098,2172,2552,2770,3068
66,Gone with the Wind,522,1385,2543,3269,3566,4828,5947,9183,572,883
67,A Thousand Splendid Suns,7354,5527,3985,2187,5167,5439,5197,6149,1078,6288
68,The Perks of Being a Wallflower,72,232,237,243,305,349,441,488,553,556
69,"Insurgent (Divergent, #2)",69,1045,1197,2457,3285,5393,8041,2079,3560,3703
70,"Ender's Game (Ender's Saga, #1)",492,838,1213,1646,2312,2564,2900,5288,5388,6490
71,Frankenstein,4973,102,4646,8817,6202,426,2467,8746,9796,3818
72,The Shining (The Shining #1),232,237,243,305,349,441,488,553,556,609
73,"The Host (The Host, #1)",52,56,73,732,834,4088,3075,5245,6582,9029
74,Looking for Alaska,88,382,1575,777,1111,3011,3567,3610,4360,4390
75,"Bridget Jones's Diary (Bridget Jones, #1)",1457,2793,9513,6358,2652,800,906,5416,8713,3969
76,Sense and Sensibility,4653,471,451,171,6302,1039,4845,230,2152,6018
77,"Holes (Holes, #1)",7468,8218,9395,1383,2597,293,2361,8726,8927,1458
78,"The Devil Wears Prada (The Devil Wears Prada, #1)",1417,3574,4283,224,600,945,1559,4456,6421,280
79,The Odyssey,341,4149,6764,8847,2413,3941,4017,4310,5214,5433
80,The Little Prince,3457,3310,3347,9130,9612,3498,4581,5583,9876,8883
81,The Glass Castle,754,2088,1,2,3,4,5,6,7,8
82,Into the Wild,236,688,3528,4162,6251,1148,8930,9949,7029,8548
83,A Tale of Two Cities,8357,1477,160,204,2846,6190,3715,3323,9455,590
84,"Jurassic Park (Jurassic Park, #1)",487,575,640,660,693,1117,1296,1564,1592,1677
85,The Giving Tree,278,786,4862,8455,8619,50,1,2,3,4
86,A Time to Kill,123,227,281,596,833,963,1037,1057,1092,1245
87,Night (The Night Trilogy #1),1177,620,1617,7961,8132,8750,4519,8246,913,6708
88,Paper Towns,88,382,1575,777,1111,3011,3567,3610,4360,4390
89,The Princess Bride ,5999,154,714,773,804,855,2209,6417,6692,2616
90,The Outsiders,7840,4965,1,2,3,4,5,6,7,8
91,"The Maze Runner (Maze Runner, #1)",259,376,946,5040,96,99,1104,1565,3551,4586
92,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",1069,2895,1528,2825,3174,3601,4571,5672,5951,6246
93,The Secret Garden,2998,3008,6690,7911,8127,3685,6310,8337,8252,6687
94,One Hundred Years of Solitude,1239,7277,9606,2419,5699,8782,8878,233,1853,7755
95,The Picture of Dorian Gray,115,557,924,427,3699,6898,7838,4183,5840,2103
96,"Fifty Shades Freed (Fifty Shades, #3)",99,1104,1565,3551,4586,5123,9574,242,266,336
97,Dracula,4765,9017,6034,7362,2663,1509,138,1150,1534,1831
98,"The Girl Who Played with Fire (Millennium, #2)",952,4600,6751,8600,4701,1823,4921,9420,6514,6748
99,"Fifty Shades Darker (Fifty Shades, #2)",99,1104,1565,3551,4586,5123,9574,242,266,336
100,The Poisonwood Bible,860,1144,1455,1752,2085,2188,1021,3774,5991,5910
101,Me Talk Pretty One Day,344,372,534,943,1040,1923,2579,2035,9017,1150
102,Where the Wild Things Are,4646,8817,2467,8746,9796,9502,6392,71,3717,1
103,The Count of Monte Cristo,413,6732,4746,6842,6921,598,1018,1246,1964,2299
104,The Road,815,1121,3929,4319,6007,6634,8163,6255,6288,1319
105,"Allegiant (Divergent, #3)",117,112,106,3977,348,8695,5367,359,353,4982
106,Bossypants,112,117,105,830,8695,7082,8694,5367,3977,9539
107,A Walk to Remember,107,152,169,286,302,420,552,571,622,683
108,"Confessions of a Shopaholic (Shopaholic, #1)",308,411,509,634,761,955,1063,1436,1894,2581
109,"Les Misérables
",778,9479,6116,6937,5627,1765,4810,6932,9151,4161
110,"A Clash of Kings  (A Song of Ice and Fire, #2)",110,135,165,188,1496,1995,6356,6497,8755,9257
111,The Memory Keeper's Daughter,4144,406,9875,1273,2306,2807,2887,2930,3330,3673
112,"Me Before You (Me Before You, #1)",106,117,105,353,3977,348,5367,8695,830,7332
113,Catch-22,2516,9042,7311,3071,3572,5081,301,5437,6768,8565
114,Tuesdays with Morrie,132,784,1152,1440,2232,6227,6900,3431,1,2
115,Middlesex,557,924,95,1100,1854,2683,2827,3533,3841,3914
116,The Adventures of Tom Sawyer,58,3252,8471,2569,1178,7210,4411,7543,3578,7282
117,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",105,112,106,3977,348,353,7082,8695,3973,5367
118,The Joy Luck Club,848,1714,3118,3311,4057,8804,9090,3248,3121,5689
119,The Handmaid's Tale,36,7329,33,34,5907,7332,30,5367,9539,11
120,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",1718,2270,4227,4977,5023,5621,8331,9069,9381,407
121,Lolita,3321,9754,7169,390,1981,2779,4312,1315,3849,9902
122,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",7244,6150,4473,2657,930,4588,4406,5203,865,5107
123,"The Firm (Penguin Readers, Level 5)",123,227,281,596,833,963,1037,1057,1092,1245
124,Room,4128,5776,9158,1658,7163,8205,9889,1866,4563,1174
125,Hamlet,154,714,773,804,855,2209,6417,6692,2616,3006
126,Dune (Dune Chronicles #1),1105,1262,1687,2045,2491,2817,9710,2100,2504,3942
127,The Tipping Point: How Little Things Can Make a Big Difference,193,211,892,1344,5378,765,9304,2612,560,766
128,Steve Jobs,1035,1333,5702,1605,689,7647,1520,2148,1113,9667
129,One Flew Over the Cuckoo's Nest,5804,142,440,642,882,1081,1798,4682,4905,5705
130,The Old Man and the Sea,395,401,1031,3126,5704,6273,7251,9317,215,1730
131,The Grapes of Wrath,131,225,730,1161,2004,2601,3079,7826,3387,8732
132,The Five People You Meet in Heaven,784,1152,1440,2232,6227,114,6900,3431,1,2
133,"Anne of Green Gables (Anne of Green Gables, #1)",1112,1210,2821,3138,3904,4014,4698,5567,6505,8591
134,"City of Glass (The Mortal Instruments, #3)",134,153,183,309,319,351,460,607,2194,3281
135,"A Storm of Swords (A Song of Ice and Fire, #3)",110,135,165,188,1496,1995,6356,6497,8755,9257
136,Divine Secrets of the Ya-Ya Sisterhood,3997,9663,1204,1555,2916,5613,6270,7067,1753,2141
137,"Outlander (Outlander, #1)",463,554,712,864,1026,1275,1723,3780,5371,6931
138,The Scarlet Letter,4592,2424,6376,1514,3570,6034,7362,2663,8347,1509
139,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",884,1948,1,2,3,4,5,6,7,8
140,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",140,1173,5111,7196,9269,9580,98,4752,8775,1
141,The Martian,9850,2186,4129,4153,5086,9280,9322,9350,8828,3320
142,"The Pillars of the Earth (The Kingsbridge Series, #1)",440,642,882,1081,1798,4682,4905,5705,5743,6439
143,All the Light We Cannot See,1616,2389,2861,3089,3276,3369,3664,3850,4667,4675
144,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",767,5614,1120,6339,9904,2350,6946,7414,8900,6161
145,Deception Point,145,170,201,240,729,1484,3246,3247,4885,5332
146,The Goldfinch,494,3219,9451,3012,3148,9315,1757,4322,3020,8497
147,Thirteen Reasons Why,4021,7009,5555,8621,6657,1132,4429,9337,5792,7022
148,Girl with a Pearl Earring,3322,4570,4842,6299,4260,9018,1672,8051,2872,4086
149,"If I Stay (If I Stay, #1)",2876,3879,7802,5184,8974,475,1849,1,2,3
150,The Red Tent,1482,9621,1311,4337,4513,4920,5095,5220,6552,6566
151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",151,159,163,175,214,294,370,684,909,1027
152,Dear John,107,152,169,286,302,420,552,571,622,683
153,"City of Ashes (The Mortal Instruments, #2)",134,153,183,309,319,351,460,607,2194,3281
154,Macbeth,714,773,804,855,2209,6417,6692,3700,770,555
155,"The Two Towers (The Lord of the Rings, #2)",19,155,161,4976,2309,611,8272,1129,466,36
156,"Something Borrowed (Darcy & Rachel, #1)",455,694,1072,1268,2046,3993,2717,6455,8473,1355
157,Green Eggs and Ham,251,358,364,391,798,1348,2512,3047,3274,3363
158,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",184,335,373,416,1258,1662,1938,2123,2620,2741
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",151,159,163,175,214,294,370,684,909,1027
160,Great Expectations,204,2846,6190,3715,3323,9455,590,2168,3088,361
161,"The Return of the King (The Lord of the Rings, #3)",19,155,161,4976,2309,611,8272,1129,466,36
162,The Stranger,2024,3342,872,433,841,889,1291,1336,1473,1483
163,"The Lost Hero (The Heroes of Olympus, #1)",151,159,163,175,214,294,370,684,909,1027
164,Eleanor & Park,324,813,991,1671,5184,1,2,3,4,5
165,"A Feast for Crows (A Song of Ice and Fire, #4)",110,135,165,188,1496,1995,6356,6497,8755,9257
166,"Matched (Matched, #1)",655,1054,1550,1652,2319,2428,3665,4142,6051,9611
167,"American Gods (American Gods, #1)",277,282,322,377,666,2170,2674,5884,283,7422
168,The Stand,936,3205,3735,72,232,237,243,305,349,441
169,The Last Song,107,152,169,286,302,420,552,571,622,683
170,Digital Fortress,145,170,201,240,729,1484,3246,3247,4885,5332
171,Emma,4653,451,6302,1039,4845,76,230,471,2152,8061
172,Anna Karenina,8704,498,7859,5438,6632,6860,5816,2002,1712,3621
173,A Clockwork Orange,8292,6230,1616,2389,2861,3089,3276,3369,3664,3850
174,The Shack,5150,5911,6844,8305,8588,9905,154,714,773,804
175,"The Last Olympian (Percy Jackson and the Olympians, #5)",151,159,163,175,214,294,370,684,909,1027
177,Crime and Punishment,8792,485,4104,1364,3377,1041,9017,4106,1150,1534
178,The Bell Jar,2921,7592,218,334,3880,7235,7744,878,8570,3381
179,"Angela's Ashes (Frank McCourt, #1)",2252,3966,2100,2504,3942,3995,8214,8701,126,1105
180,Siddhartha,2097,1015,3085,4634,3425,5954,6856,2068,1,2
181,In Cold Blood,664,2279,1,2,3,4,5,6,7,8
182,"Beautiful Creatures (Caster Chronicles, #1)",1147,2358,9920,1425,5959,572,883,1405,2561,2570
183,"Clockwork Angel (The Infernal Devices, #1)",134,153,183,309,319,351,460,607,2194,3281
184,Matilda,184,335,373,416,1258,1662,1938,2123,2620,2741
185,The Night Circus,2480,3983,4303,4550,4593,4773,5963,6197,6346,7846
186,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",700,764,1501,1537,2510,2710,3354,3729,4532,6096
187,"Uglies (Uglies, #1)",519,781,1398,1745,5810,6733,8637,9882,9924,4492
188,"A Dance with Dragons (A Song of Ice and Fire, #5)",110,135,165,188,1496,1995,6356,6497,8755,9257
190,Wild: From Lost to Found on the Pacific Crest Trail,2590,9256,7565,1,2,3,4,5,6,7
191,Watchmen,2760,6568,735,4064,4938,6508,2223,8146,743,1153
192,"The Name of the Wind (The Kingkiller Chronicle, #1)",307,1511,7501,8687,1050,2301,2563,4318,5085,8147
193,Outliers: The Story of Success,193,211,892,1344,5378,765,9304,2612,560,766
194,"Moby-Dick or, The Whale",3755,9995,6041,2411,3772,6521,6226,9837,7916,8655
195,The Guernsey Literary and Potato Peel Pie Society,8679,6535,7055,919,6066,7970,6600,5621,8331,9069
196,Fight Club,484,854,951,1124,1236,1389,1645,2011,2494,4282
197,"Dead Until Dark (Sookie Stackhouse, #1)",527,558,563,624,631,652,724,748,871,1201
198,The Color Purple,8039,8080,4973,4623,9831,2005,2603,2899,3334,3767
199,Marley and Me: Life and Love With the World's Worst Dog,86,123,227,281,596,833,963,1037,1057,1092
200,And Then There Were None,671,672,1058,1410,1732,1741,2235,3229,3752,4240
201,"The Lost Symbol (Robert Langdon, #3)",145,170,201,240,729,1484,3246,3247,4885,5332
202,"Hush, Hush (Hush, Hush, #1)",434,583,1122,6522,1080,7801,7190,1,2,3
203,"Beautiful Disaster (Beautiful, #1)",861,2692,3192,4505,6004,6370,7674,8509,8889,9276
204,A Christmas Carol,204,2846,6190,3715,3323,9455,590,2168,3088,361
205,"Interview with the Vampire (The Vampire Chronicles, #1)",696,898,1217,1533,1993,2347,3128,3340,3477,4192
206,"The Selection (The Selection, #1)",423,506,1062,2179,2532,4195,5079,5712,5974,8869
207,"One for the Money (Stephanie Plum, #1)",912,996,1151,1181,1226,1267,1390,1606,1694,1811
208,The Immortal Life of Henrietta Lacks,136,3997,9663,7067,1753,2141,3576,1738,5535,5820
209,"The Silence of the Lambs  (Hannibal Lecter, #2)",1802,4422,6258,4863,6446,6713,197,527,558,563
210,"Vampire Academy (Vampire Academy, #1)",384,394,418,419,543,759,1416,1890,2997,3445
211,Blink: The Power of Thinking Without Thinking,193,211,892,1344,5378,765,9304,2612,560,766
212,Atonement,2013,2029,2664,3141,5419,6283,6443,9961,2506,4560
213,The Metamorphosis,6195,6664,9540,3020,4622,614,3482,6398,4181,5317
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",151,159,163,175,214,294,370,684,909,1027
215,Ready Player One,1730,1174,130,395,401,1031,3126,5704,6273,7251
216,The Art of Racing in the Rain,6598,747,1259,1350,4167,5582,6448,6640,6780,9450
217,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",1326,3208,3788,4046,5510,8810,6018,6438,9024,9064
218,"Bared to You (Crossfire, #1)",334,3880,7235,7744,178,2921,878,5989,6244,7502
220,Twilight: The Complete Illustrated Movie Companion,1109,1609,1674,2682,3252,8471,60,3792,4144,2020
221,"A Child Called ""It"" (Dave Pelzer #1)",3831,9265,495,807,1238,1557,3092,4020,6895,8791
222,"The Bourne Identity (Jason Bourne, #1)",588,1963,2789,3925,6908,8631,9333,9852,4917,330
223,"Artemis Fowl (Artemis Fowl, #1)",918,1137,1172,1397,1764,3339,3968,5298,5444,7919
224,"Fallen (Fallen, #1)",600,945,1559,4456,6421,280,435,525,1118,3039
225,East of Eden,131,225,730,1161,2004,2601,3079,7826,3387,8732
226,Dark Places,244,2169,2059,2515,2622,2830,2835,2920,2964,3167
227,The Client,123,227,281,596,833,963,1037,1057,1092,1245
228,"The Nanny Diaries (Nanny, #1)",4807,1658,7163,8205,9889,124,4128,5776,9158,1866
229,Alice's Adventures in Wonderland & Through the Looking-Glass,1725,3813,1486,4291,37,332,347,362,493,542
230,Persuasion,4653,451,171,6302,1039,4845,76,9932,746,1254
231,Sarah's Key,3483,4588,9844,9566,4656,7069,662,4599,3867,4659
232,"The Gunslinger (The Dark Tower, #1)",232,237,243,305,349,441,488,553,556,609
233,Love in the Time of Cholera,1853,7755,2419,5699,8782,8878,94,1239,7277,9606
234,Speak,1244,1324,3718,3919,5939,9361,2761,2445,8412,8783
235,The Husband's Secret,262,438,1028,1804,1819,1834,9012,2350,6503,1
236,Into Thin Air: A Personal Account of the Mount Everest Disaster,236,688,3528,4162,6251,1148,8930,9949,7029,8548
237,Carrie,232,237,243,305,349,441,488,553,556,609
238,Running with Scissors,1102,1856,2233,6500,3833,8406,2569,2328,1571,4137
239,World War Z: An Oral History of the Zombie War,1056,1801,1918,3137,3182,4101,4190,4459,4608,4944
240,"Inferno (Robert Langdon, #4)",145,170,201,240,729,1484,3246,3247,4885,5332
241,Number the Stars,856,1290,1903,9974,5378,5429,6340,6650,7113,7336
242,"Along Came a Spider (Alex Cross, #1)",266,336,569,674,1351,1535,1746,2012,2184,2277
243,Misery,232,237,243,305,349,441,488,553,556,609
244,Sharp Objects,244,2169,2059,2515,2622,2830,2835,2920,2964,3167
245,Bridge to Terabithia,5500,7350,7900,2051,6789,2824,1252,4067,5066,4418
246,"Marked (House of Night, #1)",491,643,783,805,814,1093,1958,2986,6115,7617
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5610,5796,5873,3413,4404,3542,72,232,237,243
248,A Midsummer Night's Dream,3948,7353,839,5540,530,154,714,773,804,855
249,Extremely Loud and Incredibly Close,7805,3692,3102,250,7588,415,3805,6551,2794,6759
250,Wonder,2666,4799,431,9590,5809,7069,3698,449,4687,9913
251,The Cat in the Hat,251,358,364,391,798,1348,2512,3047,3274,3363
252,"Cinder (The Lunar Chronicles, #1)",581,774,1353,2254,5118,5259,6582,9029,49,52
253,"The Cuckoo's Calling (Cormoran Strike, #1)",695,1065,342,399,4641,6141,7523,9048,6428,7443
254,"Shiver (The Wolves of Mercy Falls, #1)",928,957,1585,1782,1807,2558,3441,5815,8580,5925
255,Atlas Shrugged,287,4298,8688,6485,6043,668,1985,4119,984,665
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,7001,9017,280,435,525,1118,3039,7013,9634,4420
257,Alice in Wonderland,1725,3813,4291,229,1486,37,332,347,362,493
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",1467,5822,2833,5022,2798,9654,790,3399,5994,6593
259,"The Scorch Trials (Maze Runner, #2)",259,376,946,5040,96,99,1104,1565,3551,4586
260,How to Win Friends and Influence People,1750,6790,8114,9203,4865,4866,1,2,3,4
261,Under the Tuscan Sun,8659,9255,6027,540,5653,2998,3008,93,1,2
262,Big Little Lies,262,438,1028,1804,1819,1834,9012,2350,6503,1
263,Ella Enchanted,2642,3132,7685,7646,4710,6254,7164,7691,8678,2293
264,The Sun Also Rises,304,1990,5344,5797,4799,6440,3102,9590,7190,9648
265,A Tree Grows in Brooklyn,2705,3083,3486,5322,6658,4694,406,3159,5798,2750
266,"Kiss the Girls (Alex Cross, #2)",266,336,569,674,1351,1535,1746,2012,2184,2277
267,The Nightingale,692,1406,1599,2575,3042,3067,3290,3386,4089,4133
268,Never Let Me Go,820,2486,6364,8716,9862,6334,1,2,3,4
269,P.S. I Love You,1468,3211,3503,4141,4249,6506,7695,8739,9131,1
270,Rebecca,6278,6916,4474,5649,4211,6607,9934,5425,2650,6935
271,Flowers for Algernon,1711,1713,1913,2610,2938,3016,3516,3998,5696,7542
272,Like Water for Chocolate,3661,7028,4748,3889,9794,3059,9763,5614,1145,209
273,Snow Flower and the Secret Fan,2322,3007,4313,2878,3058,3741,4066,4616,4837,4846
274,The Godfather,7293,8150,6740,9329,8891,1955,2703,5122,8167,7913
275,An Abundance of Katherines,2183,2175,7190,9957,4687,3698,6870,4799,9590,7126
276,Foundation (Foundation #1),789,1914,2196,2624,2646,2755,3072,3529,3754,3978
277,The Ocean at the End of the Lane,277,282,322,377,666,2170,2674,5884,283,7422
278,A Light in the Attic,278,786,4862,8455,8619,50,1,2,3,4
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",342,399,4641,6141,7523,9048,5649,7369,375,935
280,"Delirium (Delirium, #1)",435,525,1118,3039,7013,9634,8048,8130,881,2421
281,The Pelican Brief,123,227,281,596,833,963,1037,1057,1092,1245
282,Coraline,277,282,322,377,666,2170,2674,5884,283,7422
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",167,277,282,322,377,666,2170,2674,5884,429
284,On the Road,1250,8212,9857,4221,375,935,1650,5382,6063,8733
285,"The Rosie Project (Don Tillman, #1)",1442,6702,1,2,3,4,5,6,7,8
286,The Lucky One,107,152,169,286,302,420,552,571,622,683
287,The Fountainhead,287,4298,8688,6485,6043,668,1985,4119,984,665
288,"The Hunt for Red October (Jack Ryan Universe, #4)",628,785,1643,1972,2242,2673,2730,2859,5144,5655
289,"Watership Down (Watership Down, #1)",54,337,751,1014,1042,1332,1727,3358,5072,4010
290,Is Everyone Hanging Out Without Me? (And Other Concerns),1044,1,2,3,4,5,6,7,8,9
291,Cutting for Stone,2547,4671,9590,2156,5470,1274,7613,865,5297,6514
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",602,37,332,347,362,493,542,641,1106,1937
293,Treasure Island,2361,8726,1354,6456,5972,390,3491,7468,8218,9395
294,"The Son of Neptune (The Heroes of Olympus, #2)",151,159,163,175,214,294,370,684,909,1027
295,11/22/63,5659,2932,3008,2998,3685,1852,7733,93,5326,6693
296,The Very Hungry Caterpillar Board Book,3303,3743,6395,6409,6724,728,2096,3740,2222,8774
297,Cat's Cradle,297,405,1074,1676,1704,2098,2172,2552,2770,3068
298,The Time Machine,4585,9277,1204,1555,2916,5613,6270,136,3997,9663
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,1670,9001,4156,5533,8082,8476,9153,9583,3701,5602
300,The Boy in the Striped Pajamas,1996,86,123,227,281,596,833,963,1037,1057
301,Heart of Darkness,5437,6768,8565,6155,5078,9596,3071,3572,5081,5283
302,Safe Haven,107,152,169,286,302,420,552,571,622,683
303,"The Secret (The Secret, #1)",4518,9260,8303,1950,8159,8454,1,2,3,4
304,I Know This Much Is True,1990,264,5344,6138,5797,2156,6440,3102,6185,2623
305,Pet Sematary,232,237,243,305,349,441,488,553,556,609
306,She's Come Undone,2000,2281,9373,470,5203,304,1,2,3,4
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",307,1511,7501,8687,1050,2301,2563,4318,5085,8147
308,Can You Keep a Secret?,308,411,509,634,761,955,1063,1436,1894,2581
309,"City of Fallen Angels (The Mortal Instruments, #4)",134,153,183,309,319,351,460,607,2194,3281
310,"Good in Bed (Cannie Shapiro, #1)",465,1107,1748,1879,2583,2589,2704,2708,3401,4098
311,The Thorn Birds,6375,366,687,2174,2788,6471,7738,8721,539,644
312,The Graveyard Book,167,277,282,322,377,666,2170,2674,5884,806
313,The Light Between Oceans,1432,1,2,3,4,5,6,7,8,9
314,"Inkheart (Inkworld, #1)",1391,1726,2007,2195,1860,2482,9800,6341,4715,5059
315,Who Moved My Cheese?,1157,4702,4748,7609,6457,6279,3782,9939,1669,3714
316,A Walk in the Woods,374,1449,1460,1710,1976,2250,2321,3135,3893,4079
317,I Know Why the Caged Bird Sings,6057,9187,2483,3549,4604,8288,8351,9031,9284,9377
318,Orphan Train,2905,1143,2576,3732,5266,6416,7381,8758,1317,8813
319,"City of Lost Souls (The Mortal Instruments, #5)",134,153,183,309,319,351,460,607,2194,3281
320,"Where'd You Go, Bernadette",9328,9712,3836,656,760,7126,3876,5113,6952,2175
321,Where the Red Fern Grows,9988,7143,3512,8691,4967,2222,8271,8309,3915,7045
322,Neverwhere,277,282,322,377,666,2170,2674,5884,283,7422
